"ID","count","mediansTime","mediansEvent_length","mediansY89Di","mediansPd102Di","mediansRh103Di","mediansPd104Di","mediansPd105Di","mediansPd106Di","mediansPd108Di","mediansPd110Di","mediansIn113Di","mediansCd114Di","mediansIn115Di","mediansI127Di","mediansXe131Di","mediansLa139Di","mediansCe140Di","mediansPr141Di","mediansNd142Di","mediansNd143Di","mediansNd144Di","mediansNd145Di","mediansNd146Di","mediansSm147Di","mediansNd148Di","mediansSm149Di","mediansNd150Di","mediansEu151Di","mediansSm152Di","mediansEu153Di","mediansSm154Di","mediansGd155Di","mediansGd156Di","mediansGd157Di","mediansGd158Di","mediansTb159Di","mediansGd160Di","mediansDy161Di","mediansDy162Di","mediansDy163Di","mediansDy164Di","mediansHo165Di","mediansEr166Di","mediansEr167Di","mediansEr168Di","mediansTm169Di","mediansEr170Di","mediansYb171Di","mediansYb172Di","mediansYb173Di","mediansYb174Di","mediansLu175Di","mediansYb176Di","mediansHf177Di","mediansIr191Di","mediansIr193Di","mediansPt194Di","mediansPt195Di","mediansPt196Di","mediansPt198Di","mediansBi209Di","medianstSNE1_clust","medianstSNE2_clust","mediansdensity","raw_mediansTime","raw_mediansEvent_length","raw_mediansY89Di","raw_mediansPd102Di","raw_mediansRh103Di","raw_mediansPd104Di","raw_mediansPd105Di","raw_mediansPd106Di","raw_mediansPd108Di","raw_mediansPd110Di","raw_mediansIn113Di","raw_mediansCd114Di","raw_mediansIn115Di","raw_mediansI127Di","raw_mediansXe131Di","raw_mediansLa139Di","raw_mediansCe140Di","raw_mediansPr141Di","raw_mediansNd142Di","raw_mediansNd143Di","raw_mediansNd144Di","raw_mediansNd145Di","raw_mediansNd146Di","raw_mediansSm147Di","raw_mediansNd148Di","raw_mediansSm149Di","raw_mediansNd150Di","raw_mediansEu151Di","raw_mediansSm152Di","raw_mediansEu153Di","raw_mediansSm154Di","raw_mediansGd155Di","raw_mediansGd156Di","raw_mediansGd157Di","raw_mediansGd158Di","raw_mediansTb159Di","raw_mediansGd160Di","raw_mediansDy161Di","raw_mediansDy162Di","raw_mediansDy163Di","raw_mediansDy164Di","raw_mediansHo165Di","raw_mediansEr166Di","raw_mediansEr167Di","raw_mediansEr168Di","raw_mediansTm169Di","raw_mediansEr170Di","raw_mediansYb171Di","raw_mediansYb172Di","raw_mediansYb173Di","raw_mediansYb174Di","raw_mediansLu175Di","raw_mediansYb176Di","raw_mediansHf177Di","raw_mediansIr191Di","raw_mediansIr193Di","raw_mediansPt194Di","raw_mediansPt195Di","raw_mediansPt196Di","raw_mediansPt198Di","raw_mediansBi209Di","raw_medianstSNE1_clust","raw_medianstSNE2_clust","raw_mediansdensity","cvsTime","cvsEvent_length","cvsY89Di","cvsPd102Di","cvsRh103Di","cvsPd104Di","cvsPd105Di","cvsPd106Di","cvsPd108Di","cvsPd110Di","cvsIn113Di","cvsCd114Di","cvsIn115Di","cvsI127Di","cvsXe131Di","cvsLa139Di","cvsCe140Di","cvsPr141Di","cvsNd142Di","cvsNd143Di","cvsNd144Di","cvsNd145Di","cvsNd146Di","cvsSm147Di","cvsNd148Di","cvsSm149Di","cvsNd150Di","cvsEu151Di","cvsSm152Di","cvsEu153Di","cvsSm154Di","cvsGd155Di","cvsGd156Di","cvsGd157Di","cvsGd158Di","cvsTb159Di","cvsGd160Di","cvsDy161Di","cvsDy162Di","cvsDy163Di","cvsDy164Di","cvsHo165Di","cvsEr166Di","cvsEr167Di","cvsEr168Di","cvsTm169Di","cvsEr170Di","cvsYb171Di","cvsYb172Di","cvsYb173Di","cvsYb174Di","cvsLu175Di","cvsYb176Di","cvsHf177Di","cvsIr191Di","cvsIr193Di","cvsPt194Di","cvsPt195Di","cvsPt196Di","cvsPt198Di","cvsBi209Di","cvstSNE1_clust","cvstSNE2_clust","cvsdensity","percenttotal"
1,515,575186.625,38.0696258544922,4.07848927444045,0,0,0,0.318691079087679,0,0,0,0,0,0,0,0,0,0,0,0,2.9256920214851,0.233205071559658,2.98900201012172,0.149458846745978,0.872074007544286,0,0.00603668450551519,0,0,0.19614148379715,3.43162080713563,4.52716722662928,3.66469184473109,1.76640721983534,0.0581145105858481,0,3.84782336814539,0.115545051710367,0.372204358717015,0,0,0.0666229748641439,0.255836156001881,0,0.604199292421492,0.0923382334975086,0.102863741730897,3.46307058500989,1.10049163497725,2.27366124006957,2.565270692436,0.096754718205612,0.0955937360428445,1.17371061498538,0,4.88386641427663,5.51829451944611,2.19030977849487,0,0,0,0,-6.53189849853516,3.6999409198761,21,575186.625,38.0696258544922,147.598129272461,0,0,0,1.62056565284729,0,0,0,0,0,0,0,0,0,0,0,0,46.4837455749512,1.17662310600281,49.5387725830078,0.75007951259613,4.93445730209351,0,0.0301836058497429,0,0,0.987007737159729,77.2359848022461,231.213394165039,97.5462265014648,14.1971311569214,0.290736138820648,0,117.173904418945,0.579011619091034,1.90429019927979,0,0,0.333361357450485,1.29318070411682,0,3.20818662643433,0.462347537279129,0.515226185321808,79.7087249755859,6.68233966827393,24.0299243927002,32.3181991577148,0.484528750181198,0.478696972131729,7.31188249588013,0,330.332550048828,623.014099121094,22.0652484893799,0,0,0,0,-6.53189849853516,3.6999409198761,21,60.6631747592736,24.3328779762882,7.05129940560112,698.851432924481,166.96333355958,582.851541453491,84.1523238167517,230.713330798251,441.569881272255,411.336013157364,520.688578751575,353.723338429925,1173.68584406483,174.176185389218,248.631641038978,395.246477213149,391.217468557173,266.624266479047,156.86739038576,18.4798020217682,113.665897879562,8.41991489975806,97.5203747481594,49.4864742736969,166.402218425514,162.868499038355,191.902762078526,151.731813669764,100.535438556658,10.7962807357714,6.43258724612765,6.8652698605197,24.7247015921925,134.142541365286,173.113567421251,8.09700781933758,105.597809377352,74.8694155494307,174.190757677017,261.005704854099,131.435891445017,94.4000965046208,159.764076838159,53.7213066523508,121.463857631757,133.912599007171,11.8978791104864,39.0414809303251,20.7071278829276,17.1192663927612,122.412322644727,125.241479387016,42.1248752069589,201.223100582264,2.82655935742955,2.53300980883969,23.4079613069736,154.854236938682,172.891090592336,218.212364744108,271.253215834088,7.73467192145677,18.4840199057784,30.3212117413571,2.8627015008338
2,131,654050.6875,36.7568778991699,4.44737836452068,0,0,0,0.59501541982094,0,0,0,0,0,0,0,0,0,0,0,0,0.25373968511601,0.029702497909144,3.07440020547363,0.15897014676291,1.48230891198506,0.0645657494076215,2.09093507458795,0.345979317001446,0,0.179442311540789,3.28874966072531,4.15100715226255,2.19274680553988,1.72469315896154,0,0,1.87934659813299,0.188503126866797,2.10811507587101,0.230429500760743,0.110834821123088,2.46285862907572,0.512609997694162,0.135575918089127,2.2745837791671,0.371605614615627,2.01687429218134,3.06178136743882,1.4036106170751,0.442459057875035,3.26029974837951,0.897611653200172,0.269493072182524,2.2268610174776,0,4.90458156183899,5.53814922309867,2.21032306046122,0,0,0,0,-0.0837476029992104,-6.7498779296875,7,654050.6875,36.7568778991699,213.477615356445,0,0,0,3.15376210212708,0,0,0,0,0,0,0,0,0,0,0,0,1.28235626220703,0.148534327745438,53.9767074584961,0.798202812671661,10.4399690628052,0.32305309176445,19.9222679138184,1.76461565494537,0,0.902034282684326,66.9300537109375,158.705429077148,22.1204509735107,13.581428527832,0,0,15.9913358688354,0.948107361793518,20.2781047821045,1.1623706817627,0.555309414863586,29.1328201293945,2.67678236961365,0.679958164691925,24.0525779724121,1.90108704566956,18.4543209075928,53.296947479248,9.56040000915527,2.28518867492676,65.0474243164062,5.11548471450806,1.36383497714996,22.907133102417,0,337.247589111328,635.507873535156,22.5224914550781,0,0,0,0,-0.0837476029992104,-6.7498779296875,7,62.1508481875759,27.0376622391039,6.68434581420134,553.277212332665,172.063060035445,1144.55231422596,59.8590804199287,219.338552564221,381.017858121884,346.011851800346,379.861076555007,318.966196068566,959.627960675845,177.09039724693,236.383163896076,349.291849764491,388.641946512957,214.482117046093,195.076894687819,116.03590480673,145.552238305392,8.76000169028261,93.2476660188336,31.8897905681087,125.358914772365,41.2529165089566,121.868810113847,179.567372158148,110.209028243865,27.5732367836608,8.23246666174708,48.3785671068394,26.933442255415,161.638229965213,217.745397144227,56.78868533833,131.829226686807,19.0910330315026,112.134641892843,156.527313587933,25.681467081627,79.4837742055831,118.51513934748,37.3941856411923,87.943961298736,44.1550217351542,30.0399569808326,33.5988867993941,98.3230430656126,20.1853686736914,78.6255445034714,122.418485633966,39.7011442086388,168.45770088677,3.15093961398401,2.6763742649406,26.0735960926846,171.770756800328,172.366868724493,205.981522560719,349.880518011228,885.988007651738,10.61328394824,38.849480194831,0.728182323513063
3,177,582064.25,40.6951179504395,4.19047213063002,0,0,0,0.368817652317406,0,0,0,0,0,0,0,0,0,0,0,0,1.48220270995412,0.129891995782117,3.03098362992208,0.147829927833408,0.847741767279872,0,0.06722618743793,0,0,0.132045386577262,3.47803642173253,4.39717628175762,3.62666366145952,1.77311514240172,0.111079504393256,0,3.76164366382308,0.168525164794928,0.547206427731667,0.0420362996444986,0.0441994744803623,0.613193355734817,0.369834039639197,0.0205167353636432,0.737912864716444,0.12490623563915,1.2916651127388,3.44500830970598,1.25266329271597,1.7385523623751,3.18841863720801,1.31586451277516,0.138689311185816,1.68967636629292,0,4.90736122786041,5.51303796861055,2.18253036544165,0,0,0,0,1.31704115867615,3.18901038169861,9,582064.25,40.6951179504395,165.097076416016,0,0,0,1.88618099689484,0,0,0,0,0,0,0,0,0,0,0,0,10.4387397766113,0.651287794113159,51.6733322143555,0.741844773292542,4.76497030258179,0,0.336384177207947,0,0,0.662147223949432,80.9129486083984,203.022216796875,93.901496887207,14.2984180450439,0.556540369987488,0,107.48957824707,0.84662002325058,2.8746349811554,0.210243403911591,0.2210693359375,3.26174855232239,1.89161348342896,0.102590873837471,4.03363704681396,0.626156389713287,8.41006946563721,78.2790985107422,8.03477096557617,13.783317565918,60.522029876709,8.64932537078857,0.695671737194061,13.0828695297241,0,338.186431884766,619.747680664062,21.8899078369141,0,0,0,0,1.31704115867615,3.18901038169861,9,62.7392484886995,24.9312263749437,6.17172722127148,1139.99280315844,171.257760165717,767.132888612233,74.7841564515678,287.15249337367,479.378456266741,334.995882516401,396.657714151378,345.480900505733,1330.41346956501,168.724917824608,248.252775887948,270.116436388139,349.915868213723,218.942611149337,162.802262798505,45.1828394827651,126.086520647528,7.59247615655762,98.9494897379374,51.2784960026848,164.819097743776,139.653442365947,223.087491089089,164.578201539739,112.158332072791,11.2161521043004,6.50678177331731,7.26787826542774,24.0815933277664,133.732204124988,161.866664106443,8.34389047791984,90.0464514659022,65.9786020621497,162.823980292823,146.610143920663,63.6175235378966,85.2329767990048,151.260219887191,50.1552411908854,108.582671618615,52.6446016502922,11.3671982279231,32.5386772170397,36.0655492521559,12.6800195448454,57.8410384962391,114.954542225226,33.1249561652133,173.514886507578,2.83699939384313,2.64197901650498,24.2020552440911,148.296381356382,171.090918943276,177.288918029397,225.503774420754,51.0772106771199,17.110252762006,26.7223744719407,0.983879933296276
4,141,580725.625,40.6951179504395,4.09667413352657,0,0,0,0.425150908089943,0,0,0,0,0,0,0,0,0,0,0,0,1.39934535261208,0.126292183825639,2.99345343066206,0.14787372261044,0.844827853886129,0,0.0350049111240027,0,0,0.169256536580393,3.36510680629793,4.38577770311503,3.57209433412915,1.80911523340559,0.122955368196611,0,3.70325124704913,0.160751120849632,0.446507894542812,0.129896227722789,0.0401821626595295,0.470181627221427,0.381458416395767,0,0.708035498732966,0.166998797608135,0.417320626581421,3.37478159470949,1.23006363604604,2.40901429853796,2.91650359704557,0.922070040344262,0.0816386014944971,1.21690860955001,0,4.87242734708001,5.51738744784553,2.18977135628837,0,0,0,0,-2.27595043182373,1.11323487758636,11,580725.625,40.6951179504395,150.30827331543,0,0,0,2.19037532806396,0,0,0,0,0,0,0,0,0,0,0,0,9.51446914672852,0.633140861988068,49.7609024047852,0.742066144943237,4.74486446380615,0,0.175060302019119,0,0,0.850329160690308,72.2550735473633,200.720489501953,88.9073944091797,14.8531112670898,0.616327047348022,0,101.385948181152,0.807221710681915,2.30746579170227,0.651309132575989,0.200964882969856,2.43849015235901,1.95388495922089,0,3.84347105026245,0.83888053894043,2.14769864082336,72.9591903686523,7.82293319702148,27.5827198028564,46.0561256408691,5.29198789596558,0.408646583557129,7.70147132873535,0,326.574951171875,622.44921875,22.0530700683594,0,0,0,0,-2.27595043182373,1.11323487758636,11,63.8101515737809,19.6905123788783,6.63295669805387,837.286106683831,163.578083218705,732.23364441046,69.5208913205186,287.85126522618,468.034406575484,423.459431052056,762.392789599262,378.137405620643,798.038910702373,184.153592578446,282.382900149427,358.267454918649,336.871979597592,212.297086336084,191.796156907767,49.4954889771131,131.493640166045,7.84110884881599,98.897208711894,48.3438895583562,175.283349860712,152.760006207786,199.487004415984,157.002753183544,99.5836922652303,13.793500862079,6.80207068347068,6.7550580146002,20.7552906242047,123.013855058471,185.585387863629,9.61681823558744,92.1250867665616,68.090573131911,146.690066677592,177.293966143687,71.7044652911926,88.7670286917125,159.509909628076,47.2160782113239,105.903548322115,97.981730955963,11.1530093942866,35.0301883607021,25.2090434320309,13.9356438250241,60.9743214959697,134.089454390711,45.9471803437231,178.757890684449,3.12573745877689,2.64100164155859,23.9842290383319,172.497823508141,172.188179140876,201.305581038944,281.149865595803,19.3049332501086,37.446271692527,32.6392013461934,0.783768760422457
5,185,577877.4375,39.3823699951172,4.14018026878972,0,0,0,0.359760443096859,0,0,0,0,0,0,0,0,0,0,0,0,2.40464469934272,0.2756317839712,3.07195293379389,0.134860583877474,0.915893091100968,0,0,0,0,0.185200300140437,3.45420852822023,4.53671073886632,3.68948222830824,1.83487981588591,0.0450064159161562,0,3.93679369572181,0.109935400586253,0.467873478398423,0,0.0126674795834955,0.152459633294986,0.262400500377848,0.0155268927140206,0.725152390795108,0.141113369280057,0.360069444498872,3.51857822262039,1.21740408069703,1.58226553584332,2.9828082542105,0.799756385142406,0.118366146100239,1.82109665171328,0,4.87652454041702,5.53132850156182,2.18728115813211,0,0,0,0,-1.7301744222641,6.01793909072876,13,577877.4375,39.3823699951172,156.995559692383,0,0,0,1.83785653114319,0,0,0,0,0,0,0,0,0,0,0,0,27.4604930877686,1.39567577838898,53.8442077636719,0.676348745822906,5.24711751937866,0,0,0,0,0.931304097175598,79.0040740966797,233.431060791016,99.9978332519531,15.2618713378906,0.225108057260513,0,128.086227416992,0.550784885883331,2.42565655708313,0,0.0633390918374062,0.765254735946655,1.32711052894592,0.0776375830173492,3.95198750495911,0.70791083574295,1.8395026922226,84.2669677734375,7.70602178573608,11.6511459350586,49.231330871582,4.4389009475708,0.593213677406311,15.041955947876,0,327.915893554688,631.187866210938,21.9968280792236,0,0,0,0,-1.7301744222641,6.01793909072876,13,64.6939775346705,25.4217403503393,6.55985903518176,956.896879138044,161.08668185397,679.055879064687,79.0318715677259,242.801976158163,483.180594581452,390.47253405011,388.007156389483,268.943307668134,759.042475480845,178.60836911242,226.931408393044,343.205740809553,415.501726688789,248.17881386543,182.358584186585,25.0741948235636,110.148206528937,8.45456133921531,105.25690747675,45.5026497313587,156.616029173504,161.964832548925,187.148764614744,157.958114086888,97.9924574919182,10.4553353764346,5.72627440108805,7.07851998441159,22.737731053199,136.511120581212,168.794931534503,7.2543720335364,108.122410798208,68.850843531156,181.719989962226,204.566344762141,114.122376009242,97.7155418289328,149.392338281892,48.4564775026808,116.408805830724,97.8946386739689,11.176291192784,35.1041037972501,32.6312332665356,12.7094535628506,53.6362064420097,124.163788927018,27.7784153632679,188.90082260765,2.88789915138612,2.6195472934578,26.7986887320703,172.038087312984,182.280307727533,208.879555334101,276.542142089931,27.8647568395979,7.89267508664491,42.3145671035364,1.02834908282379
6,266,633718.78125,39.3823699951172,4.27498585029268,0,0,0,0.44654691619096,0,0,0,0,0,0,0,0,0,0,0.307225004678893,0,0.14842614289978,0.0213287792603348,2.8760034361843,0.142354492877464,1.29739078487656,0.0186591197609829,1.42138142333878,0,0,0.164695012735436,2.6970398428342,4.30031996653607,3.71860444892531,3.09817800261632,0.367888385490805,0.0493171338245188,1.48622935416081,0.288320720273674,2.80972621325265,0.352213972314772,0.243603410869363,2.45520735394535,1.99782284565939,0,1.05714092485407,0.0565572367476545,4.13298688649772,1.95067921767707,4.27908014116523,1.73882562299996,1.91724167989547,1.35022734383582,0.137737244072244,0.0587301854593542,0,4.83653495985887,5.49423837009343,2.06378300434913,0,0,0,0,-7.8033242225647,-3.24986445903778,20,633718.78125,39.3823699951172,179.663200378418,0,0,0,2.30768084526062,0,0,0,0,0,0,0,0,0,0,1.5604048371315,0,0.74486231803894,0.106652162969112,44.2171497344971,0.714180111885071,8.46623802185059,0.0933015793561935,9.75374603271484,0,0,0.827210277318954,36.9210472106934,184.274696350098,102.959831237793,55.2811546325684,1.88124907016754,0.246686071157455,10.4862217903137,1.46166014671326,41.3628978729248,1.79770791530609,1.23011606931686,28.9075088500977,18.0934047698975,0,6.32670927047729,0.28293751180172,155.869956970215,17.2284555435181,180.400451660156,13.7873544692993,16.6378974914551,8.99808025360107,0.690865904092789,0.293821051716805,0,315.059906005859,608.206359863281,19.371901512146,0,0,0,0,-7.8033242225647,-3.24986445903778,20,59.019192458937,25.0231955466051,7.37663841118723,675.005540705855,161.9695670283,917.211544952019,70.1006358108301,270.518032473521,438.418486280761,324.091664360191,425.5188056447,303.151858942822,1630.95064303001,167.065887795683,255.945425212221,319.253104741666,336.535630383264,105.734726024892,194.002195587017,131.240092614345,143.345552205263,10.1195171705489,99.727910761932,36.897963283485,149.657634636735,53.6898453933206,192.039488340794,167.538213298577,142.588743619064,46.4127132516326,7.54777999290472,17.5836702222685,17.3257698648128,88.3910541488022,132.683817649002,62.3693414815234,90.8137278506408,13.6764808195307,99.8461031140243,99.1924898189166,17.0678028404601,30.3184533825605,154.288888488229,44.3330830043205,137.486451007356,15.8910015531306,58.1800495800003,12.6266520238628,36.9579343624048,33.513836221202,62.4102588696552,121.445308161186,141.607226890523,176.386703274195,3.17174716027465,2.84543218121605,24.4894591750949,152.223511029927,201.796500709382,204.337673550783,281.064515681031,5.71213022346803,12.5928419875252,41.456693802683,1.47859922178988
7,282,640958.15625,39.3823699951172,4.36932803817546,0,0,0,0.483757902527527,0,0,0,0,0,0,0,0,0,0,0,0,0.186091970030731,0.0638840433337523,3.06686643788061,0.160108299768907,1.44429432979422,0.0304522911359355,1.98132365997978,0.179563148642698,0,0.140885156015975,3.48668475668329,4.1006372642579,3.20919518113969,1.80402376972394,0.0526116127424672,0,2.91567817763655,0.118037053977036,1.84850290836364,0.132155761596243,0.10074875677636,2.58894712590961,0.586238786334041,0.105045798626371,1.89340826867509,0.30926617645085,1.67942182196728,3.37426149710579,1.53121627386203,0.600639287942995,3.36490946477649,0.77900790990525,0.182286720055572,2.11346581976634,0,4.89638995398077,5.5321150765114,2.13112243661581,0,0,0,0,-1.03162205219269,-4.7138614654541,15,640958.15625,39.3823699951172,197.445930480957,0,0,0,2.5142422914505,0,0,0,0,0,0,0,0,0,0,0,0,0.935839593410492,0.319640293717384,53.5698471069336,0.803966253995895,10.0075235366821,0.152285121381283,17.7861289978027,0.902662992477417,0,0.706759750843048,81.6171035766602,150.905487060547,61.7969627380371,14.7735390663147,0.263179451227188,0,46.018138885498,0.5915567278862,15.4821510314941,0.662704169750214,0.504596412181854,33.1016216278076,3.10199964046478,0.526200890541077,16.2285442352295,1.57110440731049,12.9399871826172,72.9215469360352,11.0188813209534,3.18710327148438,72.241382598877,4.30114603042603,0.916490435600281,20.3902597427368,0,334.495971679688,631.684631347656,20.7640771865845,0,0,0,0,-1.03162205219269,-4.7138614654541,15,61.4145796267788,24.632051356616,6.19148169903884,1116.38054312251,162.105603847011,838.37642198273,66.2010814699919,256.197637909095,533.567939532406,344.507483748614,419.220503141848,264.390217355451,900.17358706718,181.045363247286,231.376414480141,367.375025525751,330.773545852306,231.36372473389,191.30251216997,122.76652992089,133.409849575627,8.86011213911784,100.382171598103,30.8941465309513,136.072304668426,25.7456816450438,139.903966580544,157.535300150381,106.877533137297,15.0203333203986,8.67128418613058,17.5046242621225,24.0371663386398,141.566389768626,162.546424290903,18.4102556703771,116.113987561952,22.1812419569008,143.804332489128,146.544520066364,18.5672518244331,73.9166648951822,123.322947902984,35.350756730682,94.1246857356071,42.5379085569008,18.5394003313853,31.2244769852915,84.5018743765521,18.6269727607915,76.9029148758855,123.57777864849,39.0317886643298,158.939179693695,3.05542269462044,2.70260216718765,25.2019896055948,165.473967713534,168.977965674594,190.459921814554,335.597584019324,55.6502630016505,9.97426081967024,33.2237502822861,1.56753752084491
8,145,559103.8125,40.6951179504395,4.22805369581475,0,0,0,0.424322138727983,0,0,0,0,0,0,0,0,0,0,0,0,0.726180407552294,0.109890882834228,3.01913970921173,0.173751967240668,1.15853189363627,0,0.148906591438302,0,0,0.177210132089507,3.20662534332707,4.33695306946952,3.67063114190499,1.82665156125238,0.0239980416681224,0,3.57042343050773,0.32328665116839,0.900939191387991,0.122208691095971,0.261928208852462,1.25377249476362,0.672117383695321,0,0.797482986994692,0.114776378853468,0.406674012439296,3.22139185419675,1.33407786530254,3.21107286252519,2.3552327763634,0.566782143773014,0.168032984939264,0.763404719281307,0,4.89070845688017,5.50750263859775,2.11277784423451,0,0,0,0,-3.14709329605103,-1.74538230895996,7,559103.8125,40.6951179504395,171.422592163086,0,0,0,2.18585205078125,0,0,0,0,0,0,0,0,0,0,0,0,3.95854139328003,0.55056095123291,51.062068939209,0.873137712478638,7.17826700210571,0,0.747287452220917,0,0,0.890695452690125,61.6377830505371,191.152740478516,98.1280670166016,15.1302404403687,0.120001725852489,0,88.7587280273438,1.64473748207092,5.13931560516357,0.612565577030182,1.32466745376587,8.04527282714844,3.61938333511353,0,4.42371225357056,0.575142741203308,2.08988308906555,62.5577011108398,8.83273124694824,61.9134292602539,26.1142768859863,2.98809504508972,0.8441241979599,4.19872999191284,0,332.600708007812,616.326538085938,20.3757095336914,0,0,0,0,-3.14709329605103,-1.74538230895996,7,64.265917813997,26.1438057632739,6.64668325715347,711.3684766027,146.64453171541,850.253543624319,75.5133401484939,229.935321203204,432.43253782003,358.908298292533,828.796483940007,300.305420185244,568.038170397407,169.299673839101,300.613727606136,382.838875036582,326.689638452504,231.566736422195,162.137108637375,97.1412115735252,139.088702648985,8.63488539510145,93.668959009561,36.2104990931346,183.499144603254,144.691192160674,194.522341584911,152.456535696219,107.745798579841,24.1776208186716,6.48643087730025,9.51388088691172,24.289089914544,140.856212356445,174.50372789183,13.015456359554,93.22206859412,57.7740687308331,175.098204341666,104.491224622984,56.085263485376,71.5796770489275,152.266903293755,50.4945772173646,123.406851681147,112.104618112699,18.6730742286326,40.5551939524022,32.1027491161149,34.2433614535808,91.5766419518495,134.19167181745,79.7563277601995,179.388597581662,3.06015424335109,2.63079911516663,23.9568780804375,144.293737582125,171.037987620242,204.867676578241,311.734265364233,20.3992813727185,30.2265890834269,34.4028203719556,0.806003335186215
9,231,622267.3125,39.3823699951172,4.18353398138052,0,0,0,0.408055974478014,0,0,0,0,0,0,0,0,0,0,0,0,0.943270883531951,0.158198936592404,2.98532158959262,0.154592446101387,0.951142489683871,0,0.125536399894329,0,0,0.150774902190299,3.31918681838283,4.34970335407188,3.60015505033255,1.85165494659591,0.0652330183642491,0,3.5653629641824,0.271745540580915,0.771536780824503,0.0971264706527746,0.161001809409804,1.0071653474879,0.665842391010995,0,0.765182115542311,0.0522973116842744,0.357459184522216,3.2871171133965,1.25313713805076,2.3547407672653,2.83156862473086,0.570426166103981,0.123769172915234,1.03141023741431,0,4.88486300069783,5.50906733242947,2.2064009646889,0,0,0,0,-1.63491678237915,-0.185322254896164,10,622267.3125,39.3823699951172,163.955047607422,0,0,0,2.09737420082092,0,0,0,0,0,0,0,0,0,0,0,0,5.44754076004028,0.79429817199707,49.3558578491211,0.776044726371765,5.50591516494751,0,0.629331946372986,0,0,0.756734073162079,69.0042114257812,193.606430053711,91.4414749145508,15.5334405899048,0.326396465301514,0,88.3099899291992,1.3755122423172,4.2519645690918,0.486396253108978,0.808491408824921,5.93144083023071,3.58072185516357,0,4.21034145355225,0.261605769395828,1.82560241222382,66.8205718994141,8.03925609588623,26.1011981964111,42.2828559875488,3.00934076309204,0.620427072048187,6.12128734588623,0,330.661956787109,617.291687011719,22.4321784973145,0,0,0,0,-1.63491678237915,-0.185322254896164,10,57.583349544095,26.3258677263327,6.89629764294218,752.111376481653,158.653769847362,631.724733397367,75.4553602657991,254.316658239062,629.461388880937,370.212572326498,484.37241477802,368.25663402135,1019.13540726053,175.554746586474,281.137166108231,298.276460323674,346.833530935692,284.562943050289,164.034159614593,82.2794131577714,126.692544402125,8.69197894683776,92.9483556066215,44.2638620727927,171.293795595857,150.940714741593,155.306552284265,156.813271215709,106.684851808647,15.1179129962858,6.82735357328896,7.44703455920314,22.4014839636793,135.335777339251,186.916587268305,11.9442834491826,88.3509856810078,59.7572194014327,157.35122137652,124.824549211212,52.0521602594471,81.7881101522711,165.286788164532,49.1028152325628,141.90747909245,118.284243073562,13.9099393045042,34.0336908065297,33.7519534016985,18.1271774747779,88.7109290076005,128.568530198121,55.6112406049767,199.373447128388,3.23320919893247,2.63485669766703,20.8244503903382,164.693121449792,177.907243963061,216.327021501209,284.334495841858,35.0977196777685,241.882599324416,41.1616648573499,1.284046692607
10,194,611634.96875,42.0078620910645,4.1598392489713,0,0,0,0.39474509805737,0,0,0,0,0,0,0,0,0,0,0,0,2.20914315269206,0.131944206414157,3.00790675147544,0.175218918465495,0.988168740824888,0,0.0303610757307286,0,0,0.1454335506849,3.3810525622274,4.45204921122523,3.60760320291252,1.80261155055786,0.108981781813655,0,3.82771786656086,0.118646674993862,0.494577885448089,0.0419053121922684,0.0257186273495308,0.278980384811704,0.327758245146278,0.0350239573191144,0.816714595021049,0.122130161596515,0.801898085355189,3.42669814753012,1.23685212736231,1.92290401664476,3.19243354283289,1.40581585959117,0.112392761149127,1.6615940189695,0,4.88678173540871,5.507268066215,2.15585247053207,0,0,0,0,-0.103394590318203,4.03477096557617,10.5,611634.96875,42.0078620910645,160.114112854004,0,0,0,2.02538573741913,0,0,0,0,0,0,0,0,0,0,0,0,22.4966564178467,0.661637634038925,50.4889583587646,0.880584448575974,5.78513216972351,0,0.151829168200493,0,0,0.729734003543854,73.4206848144531,214.477378845215,92.1264457702637,14.7515811920166,0.545988708734512,0,114.840286254883,0.594627797603607,2.5749523639679,0.209588147699833,0.12860731780529,1.41306668519974,1.66832005977631,0.175155617296696,4.55292963981628,0.612170338630676,4.45323324203491,76.8559341430664,7.88614058494568,16.7367124557495,60.7664642333984,9.58426332473755,0.563161700963974,12.6947321891785,0,331.297760009766,616.182922363281,21.2986631393433,0,0,0,0,-0.103394590318203,4.03477096557617,10.5,59.326412794856,22.423789965357,6.69015737919599,831.471579888411,179.241755921538,898.012821137733,78.2757939227323,236.384574980499,460.942576046771,287.655506528161,417.902373493332,349.461899172415,1392.83882771841,181.589875153927,254.382719586899,355.778901266517,304.03756044932,246.401992054762,145.926447079934,29.0493214035349,126.222677673669,8.05684353884665,95.6657978008217,45.3816440842181,178.913396066509,147.695190673944,195.271012870929,163.693496315016,117.656606000697,11.5521128407103,5.61798469283067,7.46002791136288,24.65497535367,118.990133217677,205.417701356036,8.0579113113082,107.510197286011,61.8665198366965,163.50271526676,181.273067686493,89.6576324257603,86.6455344602196,143.459442684942,50.2967250714585,125.710253533094,71.8563508642695,10.2944802161524,34.224919291306,27.0109455005949,13.2354685246785,40.8097170466103,122.916852210315,31.9758971907394,167.016370920984,3.05322618108727,2.78437646744572,21.2779362230818,204.305202450549,162.999304709949,189.604978845895,280.622200429947,493.56680572151,10.4327846068264,27.9557150594692,1.07837687604225
